'SLX13-20','0.193','0.385','0.171','0.625','0.25','.875','23.99'
'SLX13-25','0.193','0.385','0.171','0.625','0.25','.875','23.99'
'SLX13-30','0.193','0.385','0.171','0.625','0.25','.875','26.41'
'SLX15-20','0.224','0.416','0.171','0.625','0.25','.875','23.99'
'SLX15-25','0.224','0.416','0.171','0.625','0.25','.875','23.99'
'SLX15-30','0.224','0.416','0.171','0.625','0.25','.875','26.41'
'SLX17-20','0.255','0.448','0.171','0.625','0.25','.875','23.99'
'SLX17-25','0.255','0.448','0.171','0.625','0.25','.875','23.99'
'SLX17-30','0.255','0.448','0.171','0.625','0.25','.875','26.41'
'SLX17-35','0.255','0.448','0.171','0.625','0.25','.875','28.86'
'SLX17-40','0.255','0.448','0.171','0.625','0.25','0.875','39.10'
'SLX21-20','0.318','0.51','0.218','0.875','0.25','1.125','23.99'
'SLX21-25','0.318','0.51','0.218','0.875','0.25','1.125','23.99'
'SLX21-30','0.318','0.51','0.218','0.875','0.25','1.125','26.41'
'SLX21-35','','','','','','','28.86'
'SLX23-20','0.349','0.57','0.25','0.875','0.25','1.125','23.99'
'SLX23-25','0.349','0.57','0.25','0.875','0.25','1.125','23.99'
'SLX23-30','0.349','0.57','0.25','0.875','0.25','1.125','26.41'
'SLX25-20','0.38','0.63','0.28','0.875','0.25','1.125','23.99'
'SLX25-25','0.38','0.63','0.28','0.875','0.25','1.125','23.98'
'SLX25-30','0.38','0.63','0.28','0.875','0.25','1.125','26.41'
'SLX25-35','0.38','0.63','0.28','0.875','0.25','1.125','28.86'
'SLX29-20','0.443','0.698','0.34','1','0.25','1.250','29.71'
'SLX29-25','0.443','0.698','0.34','1','0.25','1.250','23.99'
'SLX29-30','0.443','0.698','0.34','1','0.25','1.250','26.41'
'SLX29-35','0.443','0.698','0.34','1','0.25','1.250','28.86'
'SLX33-20','0.505','0.76','0.41','1','0.25','1.250','29.71'
'SLX33-25','0.505','0.76','0.41','1','0.25','1.250','29.71'
'SLX33-30','0.505','0.76','0.41','1','0.25','1.250','26.41'
'SLX33-35','0.505','0.76','0.41','1','0.25','1.250','28.86'
